# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-06-20 10:34:11 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01193050 CONNECTICUT RIVER AT MIDDLE HADDAM, CT
# -----------------------------------------------------------------------------------
#
# Data provided for site 01193050
#            TS   parameter     Description
#         66930       00060     Discharge, cubic feet per second
#         66934       72137     Discharge, tidally filtered, cubic feet per second
#
# Data-value qualification codes included in this output:
#        
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	66930_00060	66930_00060_cd	66934_72137	66934_72137_cd
USGS	01193050	2017-06-01 16:05	EDT	31500	P		
USGS	01193050	2017-06-01 16:10	EDT	30500	P		
USGS	01193050	2017-06-01 16:15	EDT	29600	P		
USGS	01193050	2017-06-01 16:20	EDT	28900	P		
USGS	01193050	2017-06-01 16:25	EDT	28200	P		
USGS	01193050	2017-06-01 16:30	EDT	27600	P		
USGS	01193050	2017-06-01 16:35	EDT	27100	P		
USGS	01193050	2017-06-01 16:40	EDT	26700	P		
USGS	01193050	2017-06-01 16:45	EDT	26300	P		
USGS	01193050	2017-06-01 16:50	EDT	26000	P		
USGS	01193050	2017-06-01 16:55	EDT	25700	P		
USGS	01193050	2017-06-01 17:00	EDT	25400	P	30400	P
USGS	01193050	2017-06-01 17:05	EDT	24200	P		
USGS	01193050	2017-06-01 17:10	EDT	23000	P		
USGS	01193050	2017-06-01 17:15	EDT	21900	P		
USGS	01193050	2017-06-01 17:20	EDT	22000	P		
USGS	01193050	2017-06-01 17:25	EDT	22100	P		
USGS	01193050	2017-06-01 17:30	EDT	22200	P		
USGS	01193050	2017-06-01 17:35	EDT	22300	P		
USGS	01193050	2017-06-01 17:40	EDT	22400	P		
USGS	01193050	2017-06-01 17:45	EDT	22500	P		
USGS	01193050	2017-06-01 17:50	EDT	22500	P		
USGS	01193050	2017-06-01 17:55	EDT	22500	P		
USGS	01193050	2017-06-01 18:00	EDT	22600	P	30500	P
USGS	01193050	2017-06-01 18:05	EDT	22400	P		
USGS	01193050	2017-06-01 18:10	EDT	22300	P		
USGS	01193050	2017-06-01 18:15	EDT	22100	P		
USGS	01193050	2017-06-01 18:20	EDT	22100	P		
USGS	01193050	2017-06-01 18:25	EDT	22000	P		
USGS	01193050	2017-06-01 18:30	EDT	22000	P		
USGS	01193050	2017-06-01 18:35	EDT	22300	P		
USGS	01193050	2017-06-01 18:40	EDT	22500	P		
USGS	01193050	2017-06-01 18:45	EDT	22800	P		
USGS	01193050	2017-06-01 18:50	EDT	22500	P		
USGS	01193050	2017-06-01 18:55	EDT	22100	P		
USGS	01193050	2017-06-01 19:00	EDT	21800	P	30700	P
USGS	01193050	2017-06-01 19:05	EDT	22000	P		
USGS	01193050	2017-06-01 19:10	EDT	22200	P		
USGS	01193050	2017-06-01 19:15	EDT	22400	P		
USGS	01193050	2017-06-01 19:20	EDT	22900	P		
USGS	01193050	2017-06-01 19:25	EDT	23400	P		
USGS	01193050	2017-06-01 19:30	EDT	23900	P		
USGS	01193050	2017-06-01 19:35	EDT	24400	P		
USGS	01193050	2017-06-01 19:40	EDT	25000	P		
USGS	01193050	2017-06-01 19:45	EDT	25600	P		
USGS	01193050	2017-06-01 19:50	EDT	25300	P		
USGS	01193050	2017-06-01 19:55	EDT	25000	P		
USGS	01193050	2017-06-01 20:00	EDT	24600	P	30900	P
USGS	01193050	2017-06-01 20:05	EDT	24400	P		
USGS	01193050	2017-06-01 20:10	EDT	24100	P		
USGS	01193050	2017-06-01 20:15	EDT	23900	P		
USGS	01193050	2017-06-01 20:20	EDT	25200	P		
USGS	01193050	2017-06-01 20:25	EDT	26600	P		
USGS	01193050	2017-06-01 20:30	EDT	28000	P		
USGS	01193050	2017-06-01 20:35	EDT	28300	P		
USGS	01193050	2017-06-01 20:40	EDT	28600	P		
USGS	01193050	2017-06-01 20:45	EDT	28900	P		
USGS	01193050	2017-06-01 20:50	EDT	29500	P		
USGS	01193050	2017-06-01 20:55	EDT	30100	P		
USGS	01193050	2017-06-01 21:00	EDT	30700	P	31000	P
USGS	01193050	2017-06-01 21:05	EDT	30700	P		
USGS	01193050	2017-06-01 21:10	EDT	30700	P		
USGS	01193050	2017-06-01 21:15	EDT	30600	P		
USGS	01193050	2017-06-01 21:20	EDT	30600	P		
USGS	01193050	2017-06-01 21:25	EDT	30500	P		
USGS	01193050	2017-06-01 21:30	EDT	30400	P		
USGS	01193050	2017-06-01 21:35	EDT	31000	P		
USGS	01193050	2017-06-01 21:40	EDT	31600	P		
USGS	01193050	2017-06-01 21:45	EDT	32200	P		
USGS	01193050	2017-06-01 21:50	EDT	32200	P		
USGS	01193050	2017-06-01 21:55	EDT	32100	P		
USGS	01193050	2017-06-01 22:00	EDT	32100	P	31200	P
USGS	01193050	2017-06-01 22:05	EDT	32500	P		
USGS	01193050	2017-06-01 22:10	EDT	32800	P		
USGS	01193050	2017-06-01 22:15	EDT	33100	P		
USGS	01193050	2017-06-01 22:20	EDT	33200	P		
USGS	01193050	2017-06-01 22:25	EDT	33200	P		
USGS	01193050	2017-06-01 22:30	EDT	33300	P		
USGS	01193050	2017-06-01 22:35	EDT	33200	P		
USGS	01193050	2017-06-01 22:40	EDT	33100	P		
USGS	01193050	2017-06-01 22:45	EDT	33000	P		
USGS	01193050	2017-06-01 22:50	EDT	33600	P		
USGS	01193050	2017-06-01 22:55	EDT	34300	P		
USGS	01193050	2017-06-01 23:00	EDT	34900	P	31300	P
USGS	01193050	2017-06-01 23:05	EDT	34800	P		
USGS	01193050	2017-06-01 23:10	EDT	34800	P		
USGS	01193050	2017-06-01 23:15	EDT	34600	P		
USGS	01193050	2017-06-01 23:20	EDT	35200	P		
USGS	01193050	2017-06-01 23:25	EDT	35800	P		
USGS	01193050	2017-06-01 23:30	EDT	36400	P		
USGS	01193050	2017-06-01 23:35	EDT	36500	P		
USGS	01193050	2017-06-01 23:40	EDT	36600	P		
USGS	01193050	2017-06-01 23:45	EDT	36700	P		
USGS	01193050	2017-06-01 23:50	EDT	36400	P		
USGS	01193050	2017-06-01 23:55	EDT	36200	P		
USGS	01193050	2017-06-02 00:00	EDT	35800	P	31500	P
USGS	01193050	2017-06-02 00:05	EDT	35900	P		
USGS	01193050	2017-06-02 00:10	EDT	36000	P		
USGS	01193050	2017-06-02 00:15	EDT	36000	P		
USGS	01193050	2017-06-02 00:20	EDT	36700	P		
USGS	01193050	2017-06-02 00:25	EDT	37500	P		
USGS	01193050	2017-06-02 00:30	EDT	38200	P		
USGS	01193050	2017-06-02 00:35	EDT	38200	P		
USGS	01193050	2017-06-02 00:40	EDT	38200	P		
USGS	01193050	2017-06-02 00:45	EDT	38100	P		
USGS	01193050	2017-06-02 00:50	EDT	38100	P		
USGS	01193050	2017-06-02 00:55	EDT	38100	P		
USGS	01193050	2017-06-02 01:00	EDT	38000	P	31600	P
USGS	01193050	2017-06-02 01:05	EDT	37800	P		
USGS	01193050	2017-06-02 01:10	EDT	37500	P		
USGS	01193050	2017-06-02 01:15	EDT	37300	P		
USGS	01193050	2017-06-02 01:20	EDT	37600	P		
USGS	01193050	2017-06-02 01:25	EDT	38000	P		
USGS	01193050	2017-06-02 01:30	EDT	38400	P		
USGS	01193050	2017-06-02 01:35	EDT	38100	P		
USGS	01193050	2017-06-02 01:40	EDT	37700	P		
USGS	01193050	2017-06-02 01:45	EDT	37300	P		
USGS	01193050	2017-06-02 01:50	EDT	36800	P		
USGS	01193050	2017-06-02 01:55	EDT	36200	P		
USGS	01193050	2017-06-02 02:00	EDT	35600	P	31800	P
USGS	01193050	2017-06-02 02:05	EDT	35900	P		
USGS	01193050	2017-06-02 02:10	EDT	36300	P		
USGS	01193050	2017-06-02 02:15	EDT	36600	P		
USGS	01193050	2017-06-02 02:20	EDT	37000	P		
USGS	01193050	2017-06-02 02:25	EDT	37300	P		
USGS	01193050	2017-06-02 02:30	EDT	37600	P		
USGS	01193050	2017-06-02 02:35	EDT	36900	P		
USGS	01193050	2017-06-02 02:40	EDT	36300	P		
USGS	01193050	2017-06-02 02:45	EDT	35600	P		
USGS	01193050	2017-06-02 02:50	EDT	36100	P		
USGS	01193050	2017-06-02 02:55	EDT	36500	P		
USGS	01193050	2017-06-02 03:00	EDT	37000	P	31900	P
USGS	01193050	2017-06-02 03:05	EDT	36600	P		
USGS	01193050	2017-06-02 03:10	EDT	36200	P		
USGS	01193050	2017-06-02 03:15	EDT	35700	P		
USGS	01193050	2017-06-02 03:20	EDT	35500	P		
USGS	01193050	2017-06-02 03:25	EDT	35300	P		
USGS	01193050	2017-06-02 03:30	EDT	35000	P		
USGS	01193050	2017-06-02 03:35	EDT	34900	P		
USGS	01193050	2017-06-02 03:40	EDT	34800	P		
USGS	01193050	2017-06-02 03:45	EDT	34700	P		
USGS	01193050	2017-06-02 03:50	EDT	34900	P		
USGS	01193050	2017-06-02 03:55	EDT	35200	P		
USGS	01193050	2017-06-02 04:00	EDT	35400	P	32000	P
USGS	01193050	2017-06-02 04:05	EDT	35600	P		
USGS	01193050	2017-06-02 04:10	EDT	35800	P		
USGS	01193050	2017-06-02 04:15	EDT	36000	P		
USGS	01193050	2017-06-02 04:20	EDT	34900	P		
USGS	01193050	2017-06-02 04:25	EDT	33900	P		
USGS	01193050	2017-06-02 04:30	EDT	32800	P		
USGS	01193050	2017-06-02 04:35	EDT	32600	P		
USGS	01193050	2017-06-02 04:40	EDT	32400	P		
USGS	01193050	2017-06-02 04:45	EDT	32200	P		
USGS	01193050	2017-06-02 04:50	EDT	32200	P		
USGS	01193050	2017-06-02 04:55	EDT	32300	P		
USGS	01193050	2017-06-02 05:00	EDT	32300	P	32100	P
USGS	01193050	2017-06-02 05:05	EDT	32000	P		
USGS	01193050	2017-06-02 05:10	EDT	31700	P		
USGS	01193050	2017-06-02 05:15	EDT	31400	P		
USGS	01193050	2017-06-02 05:20	EDT	30700	P		
USGS	01193050	2017-06-02 05:25	EDT	30000	P		
USGS	01193050	2017-06-02 05:30	EDT	29300	P		
USGS	01193050	2017-06-02 05:35	EDT	29400	P		
USGS	01193050	2017-06-02 05:40	EDT	29500	P		
USGS	01193050	2017-06-02 05:45	EDT	29600	P		
USGS	01193050	2017-06-02 05:50	EDT	29500	P		
USGS	01193050	2017-06-02 05:55	EDT	29300	P		
USGS	01193050	2017-06-02 06:00	EDT	29200	P	32200	P
USGS	01193050	2017-06-02 06:05	EDT	28600	P		
USGS	01193050	2017-06-02 06:10	EDT	27900	P		
USGS	01193050	2017-06-02 06:15	EDT	27300	P		
USGS	01193050	2017-06-02 06:20	EDT	27100	P		
USGS	01193050	2017-06-02 06:25	EDT	26900	P		
USGS	01193050	2017-06-02 06:30	EDT	26600	P		
USGS	01193050	2017-06-02 06:35	EDT	27200	P		
USGS	01193050	2017-06-02 06:40	EDT	27700	P		
USGS	01193050	2017-06-02 06:45	EDT	28200	P		
USGS	01193050	2017-06-02 06:50	EDT	28000	P		
USGS	01193050	2017-06-02 06:55	EDT	27800	P		
USGS	01193050	2017-06-02 07:00	EDT	27600	P	32300	P
USGS	01193050	2017-06-02 07:05	EDT	27700	P		
USGS	01193050	2017-06-02 07:10	EDT	27800	P		
USGS	01193050	2017-06-02 07:15	EDT	28000	P		
USGS	01193050	2017-06-02 07:20	EDT	28000	P		
USGS	01193050	2017-06-02 07:25	EDT	28000	P		
USGS	01193050	2017-06-02 07:30	EDT	28100	P		
USGS	01193050	2017-06-02 07:35	EDT	28000	P		
USGS	01193050	2017-06-02 07:40	EDT	27800	P		
USGS	01193050	2017-06-02 07:45	EDT	27700	P		
USGS	01193050	2017-06-02 07:50	EDT	28400	P		
USGS	01193050	2017-06-02 07:55	EDT	29100	P		
USGS	01193050	2017-06-02 08:00	EDT	29800	P	32400	P
USGS	01193050	2017-06-02 08:05	EDT	29400	P		
USGS	01193050	2017-06-02 08:10	EDT	29000	P		
USGS	01193050	2017-06-02 08:15	EDT	28500	P		
USGS	01193050	2017-06-02 08:20	EDT	28600	P		
USGS	01193050	2017-06-02 08:25	EDT	28700	P		
USGS	01193050	2017-06-02 08:30	EDT	28700	P		
USGS	01193050	2017-06-02 08:35	EDT	29400	P		
USGS	01193050	2017-06-02 08:40	EDT	30100	P		
USGS	01193050	2017-06-02 08:45	EDT	30800	P		
USGS	01193050	2017-06-02 08:50	EDT	30900	P		
USGS	01193050	2017-06-02 08:55	EDT	31000	P		
USGS	01193050	2017-06-02 09:00	EDT	31100	P	32500	P
USGS	01193050	2017-06-02 09:05	EDT	31500	P		
USGS	01193050	2017-06-02 09:10	EDT	32000	P		
USGS	01193050	2017-06-02 09:15	EDT	32400	P		
USGS	01193050	2017-06-02 09:20	EDT	32400	P		
USGS	01193050	2017-06-02 09:25	EDT	32500	P		
USGS	01193050	2017-06-02 09:30	EDT	32500	P		
USGS	01193050	2017-06-02 09:35	EDT	32800	P		
USGS	01193050	2017-06-02 09:40	EDT	33100	P		
USGS	01193050	2017-06-02 09:45	EDT	33400	P		
USGS	01193050	2017-06-02 09:50	EDT	33800	P		
USGS	01193050	2017-06-02 09:55	EDT	34200	P		
USGS	01193050	2017-06-02 10:00	EDT	34600	P	32600	P
USGS	01193050	2017-06-02 10:05	EDT	35000	P		
USGS	01193050	2017-06-02 10:10	EDT	35300	P		
USGS	01193050	2017-06-02 10:15	EDT	35700	P		
USGS	01193050	2017-06-02 10:20	EDT	35500	P		
USGS	01193050	2017-06-02 10:25	EDT	35100	P		
USGS	01193050	2017-06-02 10:30	EDT	34900	P		
USGS	01193050	2017-06-02 10:35	EDT	35500	P		
USGS	01193050	2017-06-02 10:40	EDT	36100	P		
USGS	01193050	2017-06-02 10:45	EDT	36600	P		
USGS	01193050	2017-06-02 10:50	EDT	36000	P		
USGS	01193050	2017-06-02 10:55	EDT	35400	P		
USGS	01193050	2017-06-02 11:00	EDT	34700	P	32600	P
USGS	01193050	2017-06-02 11:05	EDT	35400	P		
USGS	01193050	2017-06-02 11:10	EDT	36100	P		
USGS	01193050	2017-06-02 11:15	EDT	36800	P		
USGS	01193050	2017-06-02 11:20	EDT	36400	P		
USGS	01193050	2017-06-02 11:25	EDT	36100	P		
USGS	01193050	2017-06-02 11:30	EDT	35700	P		
USGS	01193050	2017-06-02 11:35	EDT	35800	P		
USGS	01193050	2017-06-02 11:40	EDT	36000	P		
USGS	01193050	2017-06-02 11:45	EDT	36200	P		
USGS	01193050	2017-06-02 11:50	EDT	36300	P		
USGS	01193050	2017-06-02 11:55	EDT	36500	P		
USGS	01193050	2017-06-02 12:00	EDT	36600	P	32700	P
USGS	01193050	2017-06-02 12:05	EDT	37200	P		
USGS	01193050	2017-06-02 12:10	EDT	37800	P		
USGS	01193050	2017-06-02 12:15	EDT	38400	P		
USGS	01193050	2017-06-02 12:20	EDT	38100	P		
USGS	01193050	2017-06-02 12:25	EDT	37800	P		
USGS	01193050	2017-06-02 12:30	EDT	37500	P		
USGS	01193050	2017-06-02 12:35	EDT	37700	P		
USGS	01193050	2017-06-02 12:40	EDT	37900	P		
USGS	01193050	2017-06-02 12:45	EDT	38000	P		
USGS	01193050	2017-06-02 12:50	EDT	37900	P		
USGS	01193050	2017-06-02 12:55	EDT	37900	P		
USGS	01193050	2017-06-02 13:00	EDT	37800	P	32700	P
USGS	01193050	2017-06-02 13:05	EDT	38000	P		
USGS	01193050	2017-06-02 13:10	EDT	38200	P		
USGS	01193050	2017-06-02 13:15	EDT	38400	P		
USGS	01193050	2017-06-02 13:20	EDT	38300	P		
USGS	01193050	2017-06-02 13:25	EDT	38200	P		
USGS	01193050	2017-06-02 13:30	EDT	38200	P		
USGS	01193050	2017-06-02 13:35	EDT	38900	P		
USGS	01193050	2017-06-02 13:40	EDT	39700	P		
USGS	01193050	2017-06-02 13:45	EDT	40400	P		
USGS	01193050	2017-06-02 13:50	EDT	39800	P		
USGS	01193050	2017-06-02 13:55	EDT	39100	P		
USGS	01193050	2017-06-02 14:00	EDT	38400	P	32700	P
USGS	01193050	2017-06-02 14:05	EDT	38400	P		
USGS	01193050	2017-06-02 14:10	EDT	38500	P		
USGS	01193050	2017-06-02 14:15	EDT	38500	P		
USGS	01193050	2017-06-02 14:20	EDT	38400	P		
USGS	01193050	2017-06-02 14:25	EDT	38400	P		
USGS	01193050	2017-06-02 14:30	EDT	38300	P		
USGS	01193050	2017-06-02 14:35	EDT	38300	P		
USGS	01193050	2017-06-02 14:40	EDT	38300	P		
USGS	01193050	2017-06-02 14:45	EDT	38300	P		
USGS	01193050	2017-06-02 14:50	EDT	38400	P		
USGS	01193050	2017-06-02 14:55	EDT	38600	P		
USGS	01193050	2017-06-02 15:00	EDT	38700	P	32700	P
USGS	01193050	2017-06-02 15:05	EDT	38500	P		
USGS	01193050	2017-06-02 15:10	EDT	38300	P		
USGS	01193050	2017-06-02 15:15	EDT	38200	P		
USGS	01193050	2017-06-02 15:20	EDT	38000	P		
USGS	01193050	2017-06-02 15:25	EDT	37900	P		
USGS	01193050	2017-06-02 15:30	EDT	37800	P		
USGS	01193050	2017-06-02 15:35	EDT	37600	P		
USGS	01193050	2017-06-02 15:40	EDT	37400	P		
USGS	01193050	2017-06-02 15:45	EDT	37200	P		
USGS	01193050	2017-06-02 15:50	EDT	36800	P		
USGS	01193050	2017-06-02 15:55	EDT	36400	P		
USGS	01193050	2017-06-02 16:00	EDT	36000	P	32700	P
USGS	01193050	2017-06-02 16:05	EDT	36100	P		
USGS	01193050	2017-06-02 16:10	EDT	36300	P		
USGS	01193050	2017-06-02 16:15	EDT	36400	P		
USGS	01193050	2017-06-02 16:20	EDT	35400	P		
USGS	01193050	2017-06-02 16:25	EDT	34300	P		
USGS	01193050	2017-06-02 16:30	EDT	33300	P		
USGS	01193050	2017-06-02 16:35	EDT	33100	P		
USGS	01193050	2017-06-02 16:40	EDT	33000	P		
USGS	01193050	2017-06-02 16:45	EDT	32800	P		
USGS	01193050	2017-06-02 16:50	EDT	32500	P		
USGS	01193050	2017-06-02 16:55	EDT	32200	P		
USGS	01193050	2017-06-02 17:00	EDT	31900	P	32700	P
USGS	01193050	2017-06-02 17:05	EDT	32200	P		
USGS	01193050	2017-06-02 17:10	EDT	32600	P		
USGS	01193050	2017-06-02 17:15	EDT	33000	P		
USGS	01193050	2017-06-02 17:20	EDT	31900	P		
USGS	01193050	2017-06-02 17:25	EDT	30900	P		
USGS	01193050	2017-06-02 17:30	EDT	29800	P		
USGS	01193050	2017-06-02 17:35	EDT	29200	P		
USGS	01193050	2017-06-02 17:40	EDT	28600	P		
USGS	01193050	2017-06-02 17:45	EDT	28000	P		
USGS	01193050	2017-06-02 17:50	EDT	28100	P		
USGS	01193050	2017-06-02 17:55	EDT	28200	P		
USGS	01193050	2017-06-02 18:00	EDT	28300	P	32600	P
USGS	01193050	2017-06-02 18:05	EDT	27900	P		
USGS	01193050	2017-06-02 18:10	EDT	27500	P		
USGS	01193050	2017-06-02 18:15	EDT	27100	P		
USGS	01193050	2017-06-02 18:20	EDT	27200	P		
USGS	01193050	2017-06-02 18:25	EDT	27200	P		
USGS	01193050	2017-06-02 18:30	EDT	27200	P		
USGS	01193050	2017-06-02 18:35	EDT	26500	P		
USGS	01193050	2017-06-02 18:40	EDT	25700	P		
USGS	01193050	2017-06-02 18:45	EDT	24900	P		
USGS	01193050	2017-06-02 18:50	EDT	25000	P		
USGS	01193050	2017-06-02 18:55	EDT	25000	P		
USGS	01193050	2017-06-02 19:00	EDT	25000	P	32600	P
USGS	01193050	2017-06-02 19:05	EDT	24900	P		
USGS	01193050	2017-06-02 19:10	EDT	24700	P		
USGS	01193050	2017-06-02 19:15	EDT	24500	P		
USGS	01193050	2017-06-02 19:20	EDT	24600	P		
USGS	01193050	2017-06-02 19:25	EDT	24600	P		
USGS	01193050	2017-06-02 19:30	EDT	24600	P		
USGS	01193050	2017-06-02 19:35	EDT	25100	P		
USGS	01193050	2017-06-02 19:40	EDT	25500	P		
USGS	01193050	2017-06-02 19:45	EDT	26000	P		
USGS	01193050	2017-06-02 19:50	EDT	26100	P		
USGS	01193050	2017-06-02 19:55	EDT	26300	P		
USGS	01193050	2017-06-02 20:00	EDT	26400	P	32500	P
USGS	01193050	2017-06-02 20:05	EDT	26300	P		
USGS	01193050	2017-06-02 20:10	EDT	26200	P		
USGS	01193050	2017-06-02 20:15	EDT	26100	P		
USGS	01193050	2017-06-02 20:20	EDT	26400	P		
USGS	01193050	2017-06-02 20:25	EDT	26800	P		
USGS	01193050	2017-06-02 20:30	EDT	27200	P		
USGS	01193050	2017-06-02 20:35	EDT	27800	P		
USGS	01193050	2017-06-02 20:40	EDT	28400	P		
USGS	01193050	2017-06-02 20:45	EDT	28900	P		
USGS	01193050	2017-06-02 20:50	EDT	29000	P		
USGS	01193050	2017-06-02 20:55	EDT	29000	P		
USGS	01193050	2017-06-02 21:00	EDT	29100	P	32500	P
USGS	01193050	2017-06-02 21:05	EDT	29700	P		
USGS	01193050	2017-06-02 21:10	EDT	30200	P		
USGS	01193050	2017-06-02 21:15	EDT	30800	P		
USGS	01193050	2017-06-02 21:20	EDT	30700	P		
USGS	01193050	2017-06-02 21:25	EDT	30600	P		
USGS	01193050	2017-06-02 21:30	EDT	30600	P		
USGS	01193050	2017-06-02 21:35	EDT	31000	P		
USGS	01193050	2017-06-02 21:40	EDT	31400	P		
USGS	01193050	2017-06-02 21:45	EDT	31800	P		
USGS	01193050	2017-06-02 21:50	EDT	31600	P		
USGS	01193050	2017-06-02 21:55	EDT	31300	P		
USGS	01193050	2017-06-02 22:00	EDT	31000	P	32400	P
USGS	01193050	2017-06-02 22:05	EDT	31400	P		
USGS	01193050	2017-06-02 22:10	EDT	31700	P		
USGS	01193050	2017-06-02 22:15	EDT	32100	P		
USGS	01193050	2017-06-02 22:20	EDT	32400	P		
USGS	01193050	2017-06-02 22:25	EDT	32800	P		
USGS	01193050	2017-06-02 22:30	EDT	33100	P		
USGS	01193050	2017-06-02 22:35	EDT	33900	P		
USGS	01193050	2017-06-02 22:40	EDT	34600	P		
USGS	01193050	2017-06-02 22:45	EDT	35300	P		
USGS	01193050	2017-06-02 22:50	EDT	35000	P		
USGS	01193050	2017-06-02 22:55	EDT	34600	P		
USGS	01193050	2017-06-02 23:00	EDT	34300	P	32300	P
USGS	01193050	2017-06-02 23:05	EDT	34600	P		
USGS	01193050	2017-06-02 23:10	EDT	34900	P		
USGS	01193050	2017-06-02 23:15	EDT	35300	P		
USGS	01193050	2017-06-02 23:20	EDT	35600	P		
USGS	01193050	2017-06-02 23:25	EDT	35800	P		
USGS	01193050	2017-06-02 23:30	EDT	36100	P		
USGS	01193050	2017-06-02 23:35	EDT	36500	P		
USGS	01193050	2017-06-02 23:40	EDT	36900	P		
USGS	01193050	2017-06-02 23:45	EDT	37300	P		
USGS	01193050	2017-06-02 23:50	EDT	37700	P		
USGS	01193050	2017-06-02 23:55	EDT	38000	P		
USGS	01193050	2017-06-03 00:00	EDT	38300	P	32200	P
USGS	01193050	2017-06-03 00:05	EDT	38400	P		
USGS	01193050	2017-06-03 00:10	EDT	38500	P		
USGS	01193050	2017-06-03 00:15	EDT	38600	P		
USGS	01193050	2017-06-03 00:20	EDT	38600	P		
USGS	01193050	2017-06-03 00:25	EDT	38600	P		
USGS	01193050	2017-06-03 00:30	EDT	38700	P		
USGS	01193050	2017-06-03 00:35	EDT	38100	P		
USGS	01193050	2017-06-03 00:40	EDT	37500	P		
USGS	01193050	2017-06-03 00:45	EDT	36900	P		
USGS	01193050	2017-06-03 00:50	EDT	37000	P		
USGS	01193050	2017-06-03 00:55	EDT	37200	P		
USGS	01193050	2017-06-03 01:00	EDT	37400	P	32100	P
USGS	01193050	2017-06-03 01:05	EDT	36900	P		
USGS	01193050	2017-06-03 01:10	EDT	36600	P		
USGS	01193050	2017-06-03 01:15	EDT	36200	P		
USGS	01193050	2017-06-03 01:20	EDT	37200	P		
USGS	01193050	2017-06-03 01:25	EDT	38200	P		
USGS	01193050	2017-06-03 01:30	EDT	39200	P		
USGS	01193050	2017-06-03 01:35	EDT	38700	P		
USGS	01193050	2017-06-03 01:40	EDT	38300	P		
USGS	01193050	2017-06-03 01:45	EDT	37800	P		
USGS	01193050	2017-06-03 01:50	EDT	37400	P		
USGS	01193050	2017-06-03 01:55	EDT	37000	P		
USGS	01193050	2017-06-03 02:00	EDT	36600	P	32000	P
USGS	01193050	2017-06-03 02:05	EDT	36700	P		
USGS	01193050	2017-06-03 02:10	EDT	36700	P		
USGS	01193050	2017-06-03 02:15	EDT	36700	P		
USGS	01193050	2017-06-03 02:20	EDT	36800	P		
USGS	01193050	2017-06-03 02:25	EDT	36900	P		
USGS	01193050	2017-06-03 02:30	EDT	37000	P		
USGS	01193050	2017-06-03 02:35	EDT	36900	P		
USGS	01193050	2017-06-03 02:40	EDT	36700	P		
USGS	01193050	2017-06-03 02:45	EDT	36600	P		
USGS	01193050	2017-06-03 02:50	EDT	37100	P		
USGS	01193050	2017-06-03 02:55	EDT	37600	P		
USGS	01193050	2017-06-03 03:00	EDT	38100	P	31800	P
USGS	01193050	2017-06-03 03:05	EDT	37300	P		
USGS	01193050	2017-06-03 03:10	EDT	36600	P		
USGS	01193050	2017-06-03 03:15	EDT	35900	P		
USGS	01193050	2017-06-03 03:20	EDT	36200	P		
USGS	01193050	2017-06-03 03:25	EDT	36500	P		
USGS	01193050	2017-06-03 03:30	EDT	36900	P		
USGS	01193050	2017-06-03 03:35	EDT	36800	P		
USGS	01193050	2017-06-03 03:40	EDT	36700	P		
USGS	01193050	2017-06-03 03:45	EDT	36700	P		
USGS	01193050	2017-06-03 03:50	EDT	36700	P		
USGS	01193050	2017-06-03 03:55	EDT	36800	P		
USGS	01193050	2017-06-03 04:00	EDT	37000	P	31700	P
USGS	01193050	2017-06-03 04:05	EDT	36900	P		
USGS	01193050	2017-06-03 04:10	EDT	36900	P		
USGS	01193050	2017-06-03 04:15	EDT	36800	P		
USGS	01193050	2017-06-03 04:20	EDT	36600	P		
USGS	01193050	2017-06-03 04:25	EDT	36500	P		
USGS	01193050	2017-06-03 04:30	EDT	36400	P		
USGS	01193050	2017-06-03 04:35	EDT	36200	P		
USGS	01193050	2017-06-03 04:40	EDT	36100	P		
USGS	01193050	2017-06-03 04:45	EDT	36000	P		
USGS	01193050	2017-06-03 04:50	EDT	35300	P		
USGS	01193050	2017-06-03 04:55	EDT	34700	P		
USGS	01193050	2017-06-03 05:00	EDT	34000	P	31600	P
USGS	01193050	2017-06-03 05:05	EDT	33800	P		
USGS	01193050	2017-06-03 05:10	EDT	33500	P		
USGS	01193050	2017-06-03 05:15	EDT	33200	P		
USGS	01193050	2017-06-03 05:20	EDT	33300	P		
USGS	01193050	2017-06-03 05:25	EDT	33400	P		
USGS	01193050	2017-06-03 05:30	EDT	33600	P		
USGS	01193050	2017-06-03 05:35	EDT	33400	P		
USGS	01193050	2017-06-03 05:40	EDT	33200	P		
USGS	01193050	2017-06-03 05:45	EDT	33100	P		
USGS	01193050	2017-06-03 05:50	EDT	32500	P		
USGS	01193050	2017-06-03 05:55	EDT	31800	P		
USGS	01193050	2017-06-03 06:00	EDT	31200	P	31400	P
USGS	01193050	2017-06-03 06:05	EDT	30900	P		
USGS	01193050	2017-06-03 06:10	EDT	30600	P		
